booking_id,hotel,lead_time,year,Month,Day,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,market_segment,distribution_channel,previous_cancellations,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,average_daily_rate,total_of_special_requests,reservation_status
100191,Resort Hotel,145,2024,October,16,0,1,4,1,0,IND,Groups,Corporate,1,1,Non Refund,190,49,Transient-Party,68.93,3,Check-Out
100192,City Hotel,203,2025,August,5,4,7,1,1,0,IND,Groups,Corporate,3,2,No Deposit,60,30,Transient,152.96,0,Canceled
100193,City Hotel,341,2025,November,4,0,4,2,0,1,SGP,Offline TA/TO,Direct,5,0,Refundable,170,5,Transient,268.64,5,Check-Out
100194,Resort Hotel,36,2024,August,10,3,6,4,2,1,AUS,Offline TA/TO,Direct,4,0,No Deposit,465,32,Contract,215.65,1,Canceled
100195,City Hotel,44,2025,October,23,0,5,2,1,1,CAN,Offline TA/TO,GDS,2,1,No Deposit,380,5,Group,167.25,5,Check-Out
100196,City Hotel,140,2024,January,12,1,3,4,2,0,GBR,Corporate,Corporate,3,3,Refundable,376,42,Contract,326.88,1,Canceled
100197,City Hotel,54,2023,August,3,1,6,3,1,1,DEU,Direct,TA/TO,2,3,Non Refund,392,32,Group,200.66,2,Check-Out
100198,City Hotel,99,2023,December,7,3,4,4,0,0,FRA,Groups,Direct,1,3,Refundable,395,49,Transient,133.84,0,Canceled
100199,Resort Hotel,344,2024,November,22,1,5,,0,0,UAE,Direct,GDS,5,1,Non Refund,496,37,Group,346.21,5,Check-Out
100200,City Hotel,55,2025,October,12,4,2,4,1,0,USA,Offline TA/TO,Corporate,0,2,No Deposit,197,13,Transient-Party,83.37,4,Check-Out
100201,Resort Hotel,274,2023,September,17,2,1,4,0,0,CAN,Online TA,GDS,1,0,Non Refund,339,2,Group,54.68,2,Canceled
100202,Resort Hotel,333,2024,April,2,3,6,4,0,1,UAE,Groups,GDS,2,3,Refundable,275,41,Transient-Party,338.98,0,Check-Out
100203,City Hotel,129,2024,August,28,2,1,3,0,1,NLD,Offline TA/TO,Direct,0,0,Refundable,382,42,Transient-Party,103,0,Canceled
100204,City Hotel,132,2024,August,5,3,4,3,1,1,USA,Groups,GDS,5,3,No Deposit,413,14,Contract,197.09,0,Check-Out
100205,City Hotel,262,2024,December,11,3,6,1,2,1,IND,Corporate,TA/TO,0,3,Non Refund,490,46,Group,208.97,4,No-Show
100206,Resort Hotel,154,2025,July,6,1,5,1,2,1,UAE,Groups,Corporate,4,3,Refundable,231,37,Contract,268.9,3,Canceled
100207,City Hotel,158,2023,December,18,2,2,3,2,1,NLD,Corporate,Corporate,3,1,No Deposit,19,49,Group,169.74,5,Check-Out
100208,City Hotel,207,2025,September,2,1,3,3,2,0,DEU,Direct,TA/TO,2,0,Refundable,46,29,Group,210.24,0,Check-Out
100209,City Hotel,255,2024,September,3,2,2,2,2,0,SGP,Offline TA/TO,TA/TO,5,3,Refundable,485,49,Group,,3,Check-Out
100210,Resort Hotel,184,2025,October,3,3,5,2,2,1,UAE,Direct,Direct,1,2,No Deposit,365,37,Transient-Party,146.78,0,Canceled
100211,City Hotel,109,2025,June,25,3,3,3,2,0,CAN,Offline TA/TO,Direct,2,1,No Deposit,420,29,Transient,67.29,2,Check-Out
100212,City Hotel,96,2023,April,18,4,5,3,2,1,FRA,Offline TA/TO,Corporate,0,0,No Deposit,173,37,Transient-Party,256.72,1,Check-Out
100213,City Hotel,161,2023,June,6,2,6,3,2,1,CAN,Direct,Direct,2,2,Refundable,180,49,Transient-Party,316.59,5,Check-Out
100214,Resort Hotel,133,2023,December,14,1,1,3,1,1,UAE,Online TA,TA/TO,1,3,Refundable,429,1,Transient-Party,252.17,1,Canceled
100215,City Hotel,2,2024,April,27,0,4,2,0,0,AUS,Groups,TA/TO,2,2,Non Refund,302,21,Group,192.66,3,Check-Out
100216,Resort Hotel,10,2023,December,1,4,5,3,1,0,AUS,Offline TA/TO,GDS,2,3,Refundable,334,45,Contract,162.95,0,Canceled
100217,Resort Hotel,276,2025,October,12,3,7,2,0,0,CAN,Offline TA/TO,Direct,1,1,No Deposit,93,0,Transient,218.78,2,Check-Out
100218,Resort Hotel,230,2025,March,10,2,7,4,0,1,IND,Groups,GDS,5,1,Refundable,138,38,Group,305.27,3,Check-Out
100219,Resort Hotel,361,2024,June,19,4,1,1,0,0,GBR,Groups,TA/TO,1,1,Refundable,446,5,Contract,90.06,5,Canceled
100220,City Hotel,61,2024,September,7,2,4,4,0,0,GBR,Groups,TA/TO,1,3,Non Refund,61,35,Transient-Party,57.02,2,Check-Out
100221,Resort Hotel,23,2023,December,11,0,2,1,2,0,FRA,Corporate,TA/TO,3,2,Non Refund,344,47,Transient,289.11,0,Check-Out
100222,Resort Hotel,174,2024,June,22,0,3,3,0,1,AUS,Direct,GDS,1,2,Non Refund,288,48,Transient-Party,156.05,4,Check-Out
100223,Resort Hotel,65,2024,February,22,2,7,3,1,0,GBR,Groups,Direct,4,2,Non Refund,72,6,Contract,263.65,4,No-Show
100224,Resort Hotel,54,2023,January,24,1,6,4,1,1,USA,Offline TA/TO,Corporate,1,2,No Deposit,222,30,Transient,140.89,1,Canceled
100225,City Hotel,291,2024,August,22,1,1,1,0,1,AUS,Groups,Corporate,5,2,Refundable,157,21,Contract,261.77,3,Canceled
100226,City Hotel,315,2023,December,14,2,7,4,2,1,FRA,Corporate,GDS,0,0,No Deposit,358,2,Transient-Party,103.14,3,Canceled
100227,Resort Hotel,282,2023,November,18,0,7,3,2,0,GBR,Offline TA/TO,GDS,2,3,Non Refund,273,4,Group,300.12,2,Canceled
100228,Resort Hotel,6,2025,June,2,4,5,2,2,1,USA,Groups,GDS,3,3,Non Refund,416,15,Contract,120.24,4,Check-Out
100229,Resort Hotel,0,2025,January,21,3,6,2,2,0,SGP,Online TA,Direct,1,3,Non Refund,302,23,Transient,319.24,0,Check-Out
100230,Resort Hotel,167,2023,July,3,2,5,2,1,1,FRA,Online TA,TA/TO,3,4,Refundable,469,24,Contract,200.48,2,Canceled
100231,Resort Hotel,214,2024,March,5,4,6,1,2,1,GBR,Groups,Corporate,1,4,Non Refund,403,5,Contract,285.1,5,Check-Out
100232,City Hotel,70,2025,July,16,2,6,2,2,1,UAE,Offline TA/TO,Direct,1,2,Non Refund,273,31,Group,318.95,1,Canceled
100233,City Hotel,144,2023,March,5,3,6,4,0,1,DEU,Online TA,GDS,5,3,No Deposit,53,33,Transient-Party,310.61,1,Check-Out
100234,Resort Hotel,252,2025,October,5,3,2,1,1,1,UAE,Groups,TA/TO,0,2,Non Refund,411,21,Transient-Party,263.51,5,Check-Out
100235,Resort Hotel,275,2025,March,1,2,7,3,1,0,GBR,Groups,Direct,3,4,No Deposit,393,25,Contract,298.52,5,Check-Out
100236,Resort Hotel,286,2025,August,12,0,6,2,2,1,IND,Offline TA/TO,GDS,4,2,No Deposit,285,41,Transient,294.12,5,Check-Out
100237,City Hotel,31,2023,January,21,0,5,3,0,0,GBR,Offline TA/TO,Corporate,5,0,No Deposit,85,15,Transient,215.52,2,Check-Out
100238,Resort Hotel,252,2024,March,27,1,7,3,2,1,DEU,Online TA,TA/TO,1,0,Non Refund,130,22,Contract,345.09,0,Canceled
100239,City Hotel,194,2025,November,4,2,1,3,1,0,DEU,Offline TA/TO,TA/TO,2,0,No Deposit,315,36,Contract,90.04,4,Check-Out
100240,City Hotel,120,2025,December,27,1,5,4,1,1,NLD,Groups,Corporate,0,2,Non Refund,24,0,Transient,111.42,0,Canceled
100241,City Hotel,298,2025,February,11,4,3,4,1,1,UAE,Groups,Direct,4,0,,35,10,Contract,270.49,0,Check-Out
100242,Resort Hotel,30,2023,September,12,0,1,1,1,1,USA,Direct,GDS,3,0,Refundable,161,11,Transient,228.91,2,No-Show
100243,Resort Hotel,8,2025,February,1,3,4,3,0,1,FRA,Groups,Direct,3,4,No Deposit,393,24,Transient-Party,141.61,0,Check-Out
100244,Resort Hotel,123,2023,September,28,1,5,1,2,0,DEU,Direct,Corporate,3,0,Refundable,263,46,Group,111.67,1,Canceled
100245,City Hotel,87,2024,April,27,0,7,2,0,0,NLD,Offline TA/TO,TA/TO,4,1,Non Refund,104,11,Group,349.26,4,Check-Out
100246,Resort Hotel,93,2024,October,23,1,6,3,1,0,CAN,Online TA,Direct,4,3,Refundable,419,11,Transient,,3,Check-Out
100247,City Hotel,20,2024,December,12,0,1,4,2,1,FRA,Direct,TA/TO,1,2,Refundable,485,5,Transient-Party,159.66,4,Check-Out
100248,City Hotel,115,2025,February,15,3,3,2,2,0,AUS,Offline TA/TO,Corporate,5,0,Non Refund,325,18,Transient-Party,165.53,1,Canceled
100249,Resort Hotel,283,2023,June,2,3,5,3,0,1,IND,Groups,GDS,3,2,Refundable,26,21,Contract,127.87,0,Check-Out
100250,Resort Hotel,109,2024,October,17,0,5,3,1,1,IND,Direct,TA/TO,2,3,Refundable,53,2,Contract,293.46,0,Canceled
100251,Resort Hotel,188,2025,April,8,1,5,2,2,0,NLD,Online TA,TA/TO,0,2,Non Refund,490,18,Contract,85.01,1,Canceled
100252,City Hotel,147,2024,January,3,1,2,4,0,0,SGP,Direct,TA/TO,3,1,Refundable,203,6,Contract,261.77,0,Check-Out
100253,Resort Hotel,14,,December,11,3,3,4,0,0,AUS,Offline TA/TO,,0,3,Non Refund,283,37,Transient-Party,323.07,2,Check-Out
100254,Resort Hotel,49,2025,September,14,0,5,3,0,1,UAE,Direct,Corporate,0,2,No Deposit,106,44,Group,70.49,0,Check-Out
100255,City Hotel,312,2025,December,12,4,2,1,2,1,SGP,Offline TA/TO,TA/TO,1,2,Refundable,479,38,Group,129.77,4,Check-Out
100256,City Hotel,243,2024,May,9,2,7,4,0,1,GBR,Direct,TA/TO,5,3,Refundable,227,42,Transient-Party,309.88,3,Check-Out
100257,City Hotel,246,2023,November,16,3,7,1,0,0,UAE,Online TA,GDS,5,1,Refundable,184,17,Group,219.74,4,Canceled
100258,Resort Hotel,90,2025,April,14,3,2,2,0,1,CAN,Corporate,Corporate,1,4,Non Refund,50,3,Contract,177.78,5,Check-Out
100259,City Hotel,34,2025,July,3,4,4,1,1,0,SGP,Direct,Direct,5,4,Non Refund,48,42,Transient-Party,331.46,4,Check-Out
100260,Resort Hotel,148,2024,June,13,0,1,4,2,1,UAE,Direct,GDS,5,0,No Deposit,349,25,Contract,339.84,5,Check-Out
100261,Resort Hotel,359,2023,February,9,0,6,4,1,1,SGP,Online TA,GDS,0,1,Non Refund,283,10,Transient-Party,100.92,0,Check-Out
100262,City Hotel,213,2024,April,21,0,5,2,0,1,USA,Corporate,Direct,5,0,Non Refund,324,27,Transient-Party,106.64,5,Check-Out
100263,City Hotel,196,2025,March,9,0,7,2,2,1,USA,Groups,Direct,3,4,Non Refund,367,42,Transient,349.52,4,Check-Out
100264,Resort Hotel,320,2025,November,24,1,6,4,0,0,NLD,Direct,Direct,1,2,Refundable,322,16,Contract,235.52,1,Check-Out
100265,Resort Hotel,168,2024,May,3,0,6,1,2,1,GBR,Offline TA/TO,Corporate,2,2,Non Refund,40,26,Transient-Party,156.4,2,Check-Out
100266,Resort Hotel,176,2024,September,20,4,3,4,2,0,AUS,Groups,Corporate,0,0,Non Refund,68,20,Transient-Party,74.57,1,Check-Out
100267,Resort Hotel,258,2024,December,11,4,6,4,2,0,,Groups,GDS,0,4,Refundable,499,19,Contract,190.58,4,Check-Out
100268,Resort Hotel,95,2023,July,17,1,4,1,1,1,FRA,Direct,Direct,4,0,Non Refund,441,42,Transient,333.7,4,Check-Out
100269,City Hotel,316,2025,January,8,3,5,4,0,0,FRA,Online TA,Direct,4,0,Refundable,215,32,Transient,122.49,5,Canceled
100270,Resort Hotel,113,2024,June,9,1,5,2,1,0,GBR,Online TA,GDS,3,2,No Deposit,261,5,Contract,108.25,3,Check-Out
100271,Resort Hotel,357,2023,September,21,3,2,3,2,1,CAN,Online TA,GDS,1,3,Refundable,115,44,Contract,161.88,1,Canceled
100272,Resort Hotel,139,2025,March,14,0,6,4,0,1,SGP,Groups,Corporate,1,3,Refundable,365,29,Group,252.85,4,Canceled
100273,City Hotel,53,2024,August,14,2,6,4,0,0,AUS,Online TA,TA/TO,4,0,No Deposit,25,16,Transient,159.26,0,Check-Out
100274,Resort Hotel,261,2024,December,20,0,5,3,2,0,FRA,Groups,Direct,4,0,Non Refund,322,40,Contract,346.82,2,Check-Out
100275,Resort Hotel,35,2025,June,4,3,4,4,0,1,GBR,Corporate,Direct,4,4,Non Refund,401,41,Group,227.71,2,Canceled
100276,City Hotel,84,2025,December,26,0,5,4,2,0,UAE,Online TA,GDS,5,4,Non Refund,316,19,Group,150.62,3,Canceled
100277,City Hotel,306,2024,December,4,1,5,2,2,1,GBR,Direct,Corporate,2,0,Refundable,4,15,Contract,314.02,3,Check-Out
100278,City Hotel,89,2025,December,28,1,1,1,0,0,CAN,Direct,Corporate,3,4,No Deposit,275,35,Group,99.32,0,Canceled
100279,Resort Hotel,2,2023,August,12,2,1,1,2,1,DEU,Offline TA/TO,GDS,2,1,Refundable,432,39,Transient-Party,106.11,4,Check-Out
100280,Resort Hotel,301,2024,February,9,0,7,1,0,1,GBR,Online TA,Direct,1,3,No Deposit,374,19,Transient,283.44,3,Check-Out
100281,City Hotel,309,2025,December,28,0,7,3,1,0,SGP,Direct,Corporate,3,3,No Deposit,377,32,Group,203.3,1,Check-Out
100282,City Hotel,321,2024,November,22,1,1,3,0,1,CAN,Corporate,Corporate,5,0,Refundable,339,2,Transient-Party,95.4,2,Check-Out
100283,Resort Hotel,136,2023,February,7,3,4,2,0,1,NLD,Direct,TA/TO,5,1,No Deposit,391,18,Contract,260.76,0,Check-Out
100284,City Hotel,37,2024,December,8,3,7,1,1,0,SGP,Direct,Corporate,3,2,Refundable,358,28,Transient-Party,73.6,3,Check-Out
100285,City Hotel,336,2023,January,3,4,3,3,1,1,UAE,Offline TA/TO,GDS,4,0,No Deposit,146,27,Transient,161.57,1,Check-Out
100286,City Hotel,125,2023,January,12,4,5,2,2,0,AUS,Groups,Corporate,2,4,No Deposit,225,42,Group,243.21,4,No-Show
100287,Resort Hotel,106,2023,February,11,3,3,1,2,0,GBR,Online TA,GDS,3,1,Refundable,237,3,Group,125.53,2,Canceled
100288,City Hotel,296,2023,April,26,0,6,1,1,0,AUS,Groups,TA/TO,3,3,Non Refund,113,41,Transient-Party,260.61,2,Check-Out
100289,Resort Hotel,59,2023,September,18,4,4,1,1,0,GBR,Corporate,TA/TO,2,3,No Deposit,478,13,Group,205.89,3,Canceled
100290,Resort Hotel,178,2024,November,16,4,6,2,2,0,AUS,Online TA,TA/TO,5,3,Refundable,304,29,Group,223.5,3,Check-Out
100291,Resort Hotel,308,2024,March,22,0,2,3,2,1,AUS,Online TA,TA/TO,2,4,No Deposit,499,28,Group,82.52,4,Canceled
100292,City Hotel,226,2025,November,10,4,7,3,1,1,AUS,Groups,Direct,2,0,Non Refund,344,41,Group,221.64,4,Check-Out
100293,Resort Hotel,225,,November,17,4,6,3,1,0,FRA,Direct,GDS,4,4,No Deposit,34,44,Transient,159.39,1,Canceled
100294,Resort Hotel,130,2025,March,7,1,3,3,1,0,GBR,Groups,Corporate,2,3,Non Refund,93,12,Transient,135.99,3,Canceled
100295,Resort Hotel,147,2023,January,3,2,6,4,0,1,AUS,Direct,Corporate,2,3,Non Refund,,17,Transient,102.53,4,No-Show
100296,City Hotel,112,2023,March,8,3,2,2,0,1,SGP,Offline TA/TO,TA/TO,1,1,Refundable,382,12,Transient,111.2,2,Check-Out
100297,City Hotel,277,2025,November,20,0,6,1,0,0,SGP,Offline TA/TO,TA/TO,5,3,No Deposit,273,12,Contract,283.33,2,No-Show
100298,City Hotel,42,2024,March,10,2,4,3,2,0,NLD,Direct,Corporate,2,3,Refundable,489,5,Transient,226.75,4,Canceled
100299,City Hotel,156,2025,August,15,2,4,3,0,1,CAN,Online TA,Direct,3,4,Refundable,334,49,Transient-Party,247.54,1,Check-Out
100300,Resort Hotel,75,2025,February,22,1,4,4,1,0,FRA,Groups,Corporate,3,3,No Deposit,456,0,Transient-Party,222.72,1,Check-Out
100301,City Hotel,162,2023,December,17,3,2,3,1,1,CAN,Direct,Corporate,2,0,Non Refund,232,8,Contract,134.71,2,
100302,Resort Hotel,56,2024,January,8,0,6,4,0,1,GBR,Direct,GDS,2,2,Refundable,364,33,Transient-Party,310.63,4,Check-Out
100303,Resort Hotel,119,2024,October,8,2,2,1,1,1,NLD,Groups,Direct,5,3,No Deposit,429,27,Transient-Party,324.06,5,Check-Out
100304,Resort Hotel,38,2023,January,15,1,3,2,0,1,FRA,Corporate,Corporate,3,1,No Deposit,217,48,Transient-Party,97.83,3,Check-Out
100305,Resort Hotel,87,2025,January,3,1,1,2,1,0,NLD,Online TA,GDS,1,4,Refundable,264,42,Contract,175.96,2,Check-Out
100306,City Hotel,295,2025,June,17,2,7,4,2,0,AUS,Groups,Corporate,1,2,Non Refund,193,1,Group,58.45,4,Canceled
100307,Resort Hotel,102,2025,February,14,1,1,3,,1,GBR,Online TA,Corporate,2,3,Non Refund,437,12,Contract,298.2,0,Canceled
100308,Resort Hotel,79,2025,December,27,2,1,1,2,0,CAN,Online TA,Direct,5,4,Non Refund,387,20,Contract,231.67,2,Check-Out
100309,Resort Hotel,192,2024,December,26,2,3,4,2,0,GBR,Offline TA/TO,,4,4,No Deposit,52,7,Contract,132.41,3,Canceled
100310,Resort Hotel,21,2024,May,16,0,6,4,2,1,CAN,Groups,Direct,0,2,Non Refund,117,1,Transient,209.79,0,Check-Out
100311,Resort Hotel,269,2024,May,25,0,2,1,0,1,SGP,Groups,Corporate,5,3,Refundable,478,23,Transient-Party,136.09,1,Canceled
100312,Resort Hotel,186,2024,August,20,3,6,3,0,0,FRA,Online TA,Direct,2,2,Refundable,83,28,Transient,347.04,0,Check-Out
100313,City Hotel,250,2024,November,10,3,1,3,1,1,IND,Offline TA/TO,GDS,3,1,No Deposit,131,41,Contract,157.92,0,No-Show
100314,City Hotel,44,2024,December,19,3,7,1,2,0,IND,Online TA,Corporate,2,4,Refundable,29,31,Group,306.41,3,Check-Out
100315,Resort Hotel,246,2025,November,9,1,4,4,0,0,GBR,Corporate,Corporate,2,0,No Deposit,204,10,Group,177.97,1,Check-Out
100316,City Hotel,330,2023,January,1,4,3,1,2,0,USA,Corporate,TA/TO,0,0,Non Refund,264,49,Transient-Party,230.16,3,Check-Out
100317,City Hotel,218,2025,November,15,4,7,3,2,0,FRA,Corporate,TA/TO,2,3,Refundable,123,32,Transient,269.81,5,Check-Out
100318,Resort Hotel,10,2025,December,16,0,4,3,1,0,SGP,Direct,TA/TO,4,4,Non Refund,483,29,Transient-Party,186.63,0,Canceled
100319,City Hotel,321,2024,January,24,2,5,2,1,1,DEU,Groups,GDS,5,2,No Deposit,413,41,Group,93.84,2,Check-Out
100320,Resort Hotel,59,2024,October,12,4,4,2,0,1,FRA,Direct,Direct,5,3,No Deposit,302,33,Transient-Party,229.22,5,Check-Out
100321,Resort Hotel,203,2023,January,8,2,2,3,2,1,FRA,Online TA,GDS,0,1,Non Refund,195,15,Group,214.46,0,Canceled
100322,Resort Hotel,312,2024,February,10,2,5,1,1,1,SGP,Corporate,Corporate,1,3,Refundable,370,12,Transient,166.46,2,Check-Out
100323,Resort Hotel,319,2025,June,6,1,2,3,2,1,AUS,Online TA,GDS,2,2,No Deposit,232,45,Contract,195.39,2,Check-Out
100324,Resort Hotel,87,2023,November,25,1,2,4,1,0,NLD,Direct,Corporate,0,3,Refundable,6,47,Contract,274.37,2,Check-Out
100325,Resort Hotel,250,2024,February,26,2,7,1,2,1,NLD,Direct,Direct,0,1,Refundable,425,32,Transient-Party,129.04,3,Check-Out
100326,City Hotel,23,2024,August,9,3,3,3,0,1,FRA,Online TA,GDS,3,3,Refundable,54,27,Contract,114.64,5,Check-Out
100327,Resort Hotel,352,2023,March,5,2,3,3,1,1,SGP,Groups,TA/TO,3,0,Refundable,200,33,Contract,301.77,1,Check-Out
100328,Resort Hotel,145,2025,March,19,3,5,4,,0,UAE,Online TA,Direct,1,0,Non Refund,478,22,Group,338.28,0,Check-Out
100329,Resort Hotel,359,2024,January,16,0,6,3,1,0,NLD,Corporate,Direct,0,4,,77,1,Transient,210.03,5,Check-Out
100330,City Hotel,20,2023,August,9,1,4,3,2,1,DEU,Direct,TA/TO,5,3,Non Refund,344,6,Group,185.34,1,Canceled
100331,City Hotel,213,2025,July,27,2,7,4,2,0,IND,Groups,Corporate,1,3,No Deposit,418,43,Transient,145.01,4,Check-Out
100332,City Hotel,65,2024,May,2,3,1,4,1,1,AUS,Offline TA/TO,TA/TO,5,0,Non Refund,239,14,Transient-Party,156.71,4,Check-Out
100333,Resort Hotel,208,2025,December,8,0,5,1,2,1,SGP,Corporate,TA/TO,5,0,Non Refund,244,46,Contract,103.13,0,Check-Out
100334,Resort Hotel,114,2023,July,26,4,4,3,1,1,SGP,Online TA,TA/TO,0,4,No Deposit,498,17,Transient,315.3,0,Canceled
100335,City Hotel,54,2025,November,3,3,6,2,1,1,FRA,Online TA,TA/TO,1,1,Refundable,358,31,Contract,135.3,2,Check-Out
100336,Resort Hotel,190,2025,March,13,3,4,2,2,0,AUS,Offline TA/TO,TA/TO,0,2,No Deposit,436,24,Transient,293.86,0,Canceled
100337,City Hotel,73,2023,March,21,4,4,1,0,1,SGP,Corporate,TA/TO,3,0,No Deposit,195,27,Group,138.04,4,Check-Out
100338,City Hotel,298,2023,March,19,0,7,2,2,1,USA,Offline TA/TO,GDS,3,0,Non Refund,427,31,Contract,173.15,5,Canceled
100339,Resort Hotel,77,2025,November,24,1,3,3,2,0,SGP,Direct,GDS,5,4,Refundable,439,9,Contract,219.32,5,Check-Out
100340,City Hotel,266,2024,January,10,2,7,1,1,0,USA,Corporate,Direct,0,2,Non Refund,171,10,Transient-Party,226.04,3,Canceled
100341,Resort Hotel,88,2023,November,16,2,2,2,1,0,GBR,,Direct,5,0,No Deposit,124,32,Transient,180.65,2,Check-Out
100342,Resort Hotel,158,2025,December,8,2,4,2,1,1,SGP,Direct,Corporate,3,2,Refundable,281,22,Transient-Party,148.56,4,Canceled
100343,City Hotel,298,2023,October,1,2,6,1,1,0,CAN,Offline TA/TO,TA/TO,5,1,No Deposit,245,49,Transient-Party,231.37,2,Canceled
100344,City Hotel,99,2024,November,15,1,2,4,1,1,FRA,Direct,Direct,3,1,Refundable,93,9,Contract,125.16,4,Check-Out
100345,City Hotel,344,2023,April,7,1,5,1,2,1,NLD,Corporate,TA/TO,1,2,Refundable,44,17,Transient-Party,217.74,0,Canceled
100346,City Hotel,158,2025,December,24,1,1,3,0,0,NLD,Groups,TA/TO,0,1,Refundable,46,30,Contract,112.6,3,Check-Out
100347,Resort Hotel,86,2023,May,15,3,3,3,0,1,UAE,Offline TA/TO,Corporate,2,3,Refundable,397,39,Transient,230.12,3,Check-Out
100348,Resort Hotel,169,2024,February,9,4,5,3,2,0,GBR,Offline TA/TO,TA/TO,2,0,Refundable,357,32,Group,75.74,4,Check-Out
100349,Resort Hotel,141,2024,June,18,3,4,3,2,1,UAE,Direct,Direct,1,4,Refundable,402,38,Group,203.63,4,Check-Out
100350,Resort Hotel,49,2024,March,1,1,3,2,1,0,DEU,Direct,GDS,1,3,Non Refund,95,0,Transient-Party,125.62,5,Check-Out
100351,Resort Hotel,272,2025,January,26,1,4,1,1,0,DEU,Corporate,TA/TO,1,3,Non Refund,359,19,Contract,114.32,5,Canceled
100352,City Hotel,325,2025,May,3,4,4,3,2,0,USA,Offline TA/TO,TA/TO,1,2,Refundable,36,29,Transient,292.65,1,Check-Out
100353,Resort Hotel,260,2025,June,18,0,3,3,1,1,GBR,Direct,Direct,4,0,Non Refund,202,25,Group,63.23,4,Check-Out
100354,City Hotel,338,2025,October,8,0,5,2,2,0,UAE,Direct,Direct,3,2,Refundable,256,0,Transient-Party,134.24,1,Check-Out
100355,Resort Hotel,101,2023,June,15,2,1,2,2,1,NLD,Corporate,TA/TO,1,4,No Deposit,404,46,Contract,325.66,0,Canceled
100356,Resort Hotel,331,2023,October,25,3,1,3,1,0,FRA,Online TA,Corporate,4,2,Refundable,297,36,Transient-Party,,1,Check-Out
100357,Resort Hotel,191,2023,April,17,2,2,4,2,1,SGP,Online TA,Corporate,4,0,Refundable,12,15,Transient,209.17,2,Canceled
100358,City Hotel,270,2025,September,15,3,5,2,1,0,NLD,Corporate,TA/TO,3,0,Non Refund,179,1,Transient-Party,165.25,5,Check-Out
100359,City Hotel,311,2025,October,4,2,4,2,2,0,UAE,Online TA,Corporate,5,0,Refundable,368,40,Group,127.58,5,Canceled
100360,Resort Hotel,254,2024,October,25,0,6,4,0,1,FRA,Corporate,GDS,2,0,No Deposit,43,31,Transient-Party,187.26,2,Check-Out
100361,City Hotel,99,2025,May,3,3,6,3,2,0,IND,Groups,GDS,2,2,Refundable,241,16,Transient,249.45,5,Check-Out
100362,City Hotel,204,2025,October,9,1,1,3,1,0,CAN,Corporate,Corporate,2,3,No Deposit,304,43,Contract,168.4,4,No-Show
100363,Resort Hotel,69,2024,April,13,0,4,3,0,0,GBR,Corporate,GDS,2,2,No Deposit,471,23,Transient,146.12,3,Canceled
100364,City Hotel,266,2024,July,1,1,1,4,1,1,CAN,Corporate,Direct,4,1,Refundable,476,28,Contract,97.01,0,Check-Out
100365,City Hotel,118,2024,March,22,0,6,2,0,0,NLD,Corporate,TA/TO,5,1,No Deposit,438,39,Group,59.26,2,Check-Out
100366,City Hotel,66,2025,May,17,0,5,2,0,1,UAE,Online TA,Direct,2,0,No Deposit,493,15,Contract,186.79,0,Check-Out
100367,City Hotel,264,2023,August,27,0,1,2,0,0,IND,Online TA,TA/TO,5,4,No Deposit,8,34,Transient,290.01,1,Check-Out
100368,City Hotel,6,2024,September,20,1,6,4,1,1,GBR,Direct,TA/TO,0,1,No Deposit,175,19,Group,252.79,1,Check-Out
100369,Resort Hotel,131,2025,May,15,2,6,4,0,1,SGP,Groups,TA/TO,0,2,Refundable,151,18,Transient,243.33,1,Check-Out
100370,Resort Hotel,31,2024,July,27,4,5,4,1,0,GBR,Offline TA/TO,TA/TO,4,4,No Deposit,245,44,Transient-Party,205.25,3,Check-Out
100371,City Hotel,267,2024,December,3,0,6,1,0,0,IND,Direct,Direct,3,2,Non Refund,103,28,Transient-Party,115.31,1,Canceled
100372,Resort Hotel,216,2024,July,15,4,4,1,0,1,NLD,Groups,Direct,4,0,No Deposit,227,1,Transient,160.82,0,No-Show
100373,City Hotel,95,2024,February,8,4,5,1,1,0,SGP,Direct,Corporate,5,0,Refundable,278,16,Transient-Party,159.98,4,Check-Out
100374,City Hotel,154,2024,October,15,0,3,2,2,0,GBR,Offline TA/TO,Direct,0,1,Non Refund,263,2,Group,251.45,5,Check-Out
100375,City Hotel,113,2024,June,3,1,5,1,0,0,CAN,Online TA,TA/TO,2,2,Non Refund,341,11,Transient,200.63,0,Check-Out
100376,Resort Hotel,263,2023,May,23,3,3,1,2,1,CAN,Online TA,GDS,2,1,Refundable,5,48,Group,139.29,0,Check-Out
100377,Resort Hotel,282,2023,September,1,3,4,4,2,1,USA,Corporate,Direct,3,2,Refundable,188,18,Transient-Party,121.6,0,Canceled
100378,City Hotel,334,2025,July,1,3,6,1,1,1,DEU,Online TA,TA/TO,5,1,No Deposit,104,9,Contract,274.23,5,Check-Out
100379,Resort Hotel,197,2023,February,26,3,4,2,0,0,GBR,Direct,GDS,5,4,No Deposit,328,5,Contract,263.2,1,Check-Out
100380,City Hotel,176,2025,July,9,2,4,4,1,1,CAN,Online TA,Corporate,0,2,Refundable,155,7,Contract,347.11,3,Check-Out
